species_name,data_cleaning_issues,unique_occ_10,alpha_hull,SDM,AIC_issue,Range_unfilling,Realm_ok,CBI_ok,Final_species
Mimosa_lingvatouana,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Mimosa_mensicola,No,Yes,Yes,Yes,No,Yes,Yes,No,NA
Mimosa_mollis,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Mimosa_myuros,No,No,NA,NA,NA,NA,NA,NA,NA
Mimosa_nothacacia,No,No,NA,NA,NA,NA,NA,NA,NA
Mimosa_ophthalmocentra,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Mimosa_ostenii,No,No,NA,NA,NA,NA,NA,NA,NA
Mimosa_palmeri,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Mimosa_perplicata,No,No,NA,NA,NA,NA,NA,NA,NA
Mimosa_pilulifera,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Mimosa_platycarpa,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Mimosa_polyantha,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Mimosa_prainiana,No,No,NA,NA,NA,NA,NA,NA,NA
Mimosa_pteridifolia,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Mimosa_quadrivalvis,No,Yes,Yes,No,NA,NA,NA,NA,NA
Mimosa_quitensis,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Mimosa_regina,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Mimosa_regnellii,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Mimosa_revoluta,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Mimosa_rheiptera,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Mimosa_rhodocarpa,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Mimosa_rhododactyla,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Mimosa_rosei,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Mimosa_rufescens,No,Yes,Yes,Yes,Yes,NA,NA,NA,NA
Mimosa_scabrella,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Mimosa_schomburgkii,No,Yes,Yes,Yes,Yes,NA,NA,NA,NA
Mimosa_sericantha,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Mimosa_sobralii,No,No,NA,NA,NA,NA,NA,NA,NA
Mimosa_tenuiflora,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Mimosa_townsendii,No,No,NA,NA,NA,NA,NA,NA,NA
Mimosa_trianae,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Mimosa_urandiensis,No,No,NA,NA,NA,NA,NA,NA,NA
Mimosa_verrucosa,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Mimosa_woodii,No,No,NA,NA,NA,NA,NA,NA,NA
Mimozyganthus_carinatus,No,Yes,Yes,Yes,No,Yes,Yes,No,NA
Mimulopsis_arborescens,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Mimusops_acutifolia,No,No,NA,NA,NA,NA,NA,NA,NA
Mimusops_aedificatoria,No,No,NA,NA,NA,NA,NA,NA,NA
Mimusops_andongensis,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Mimusops_angel,No,No,NA,NA,NA,NA,NA,NA,NA
Mimusops_ankaibeensis,No,Yes,Yes,Yes,No,Yes,Yes,No,NA
Mimusops_antongilensis,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Mimusops_antorakensis,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Mimusops_antsiranensis,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Mimusops_bagshawei,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Mimusops_balata,No,No,NA,NA,NA,NA,NA,NA,NA
Mimusops_boeniensis,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Mimusops_caffra,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Mimusops_capuronii,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Mimusops_comorensis,No,No,NA,NA,NA,NA,NA,NA,NA
Mimusops_coriacea,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Mimusops_elengi,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Mimusops_erythroxylon,No,No,NA,NA,NA,NA,NA,NA,NA
Mimusops_kummel,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Mimusops_laurifolia,No,No,NA,NA,NA,NA,NA,NA,NA
Mimusops_lecomtei,No,Yes,Yes,Yes,No,Yes,Yes,No,NA
Mimusops_lohindri,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Mimusops_longipedicellata,No,No,NA,NA,NA,NA,NA,NA,NA
Mimusops_masoalensis,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Mimusops_mayumbensis,No,No,NA,NA,NA,NA,NA,NA,NA
Mimusops_membranacea,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Mimusops_nossibeensis,No,No,NA,NA,NA,NA,NA,NA,NA
Mimusops_obovata,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Mimusops_obtusifolia,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Mimusops_occidentalis,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Mimusops_penduliflora,No,No,NA,NA,NA,NA,NA,NA,NA
Mimusops_perrieri,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Mimusops_petiolaris,No,No,NA,NA,NA,NA,NA,NA,NA
Mimusops_riparia,No,No,NA,NA,NA,NA,NA,NA,NA
Mimusops_sambiranensis,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Mimusops_sechellarum,No,No,NA,NA,NA,NA,NA,NA,NA
Mimusops_somalensis,No,Yes,Yes,Yes,No,Yes,Yes,No,NA
Mimusops_voalela,No,Yes,Yes,Yes,No,Yes,Yes,No,NA
Mimusops_zeyheri,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Minquartia_guianensis,No,Yes,Yes,Yes,Yes,NA,NA,NA,NA
Mischarytera_bullata,No,No,NA,NA,NA,NA,NA,NA,NA
Mischarytera_lautereriana,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Mischarytera_macrobotrys,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Mischocarpus_australis,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Mischocarpus_grandissimus,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Mischocarpus_hainanensis,No,No,NA,NA,NA,NA,NA,NA,NA
Mischocarpus_largifolius,No,Yes,Yes,Yes,Yes,NA,NA,NA,NA
Mischocarpus_macrocarpus,No,Yes,Yes,Yes,No,Yes,Yes,No,NA
Mischocarpus_pentapetalus,No,Yes,Yes,Yes,Yes,NA,NA,NA,NA
Mischocarpus_pyriformis,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Mischocarpus_stipitatus,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Mischocarpus_sundaicus,No,Yes,Yes,Yes,Yes,NA,NA,NA,NA
Mischodon_zeylanicus,No,No,NA,NA,NA,NA,NA,NA,NA
Mischogyne_congensis,No,No,NA,NA,NA,NA,NA,NA,NA
Mischogyne_elliotianum,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Mischogyne_gabonensis,No,No,NA,NA,NA,NA,NA,NA,NA
Mischogyne_iddii,No,No,NA,NA,NA,NA,NA,NA,NA
Mitragyna_diversifolia,No,Yes,Yes,Yes,No,No,NA,NA,NA
Mitragyna_hirsuta,No,Yes,Yes,Yes,Yes,NA,NA,NA,NA
Mitragyna_inermis,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Mitragyna_ledermannii,No,Yes,Yes,Yes,No,Yes,Yes,No,NA
Mitragyna_parvifolia,No,Yes,Yes,Yes,No,No,NA,NA,NA
Mitragyna_rotundifolia,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Mitragyna_rubrostipulata,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Mitragyna_speciosa,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Mitragyna_stipulosa,No,Yes,Yes,Yes,No,Yes,Yes,No,NA
Mitragyna_tubulosa,No,No,NA,NA,NA,NA,NA,NA,NA
Mitranthes_clarendonensis,No,No,NA,NA,NA,NA,NA,NA,NA
Mitranthes_macrophylla,No,No,NA,NA,NA,NA,NA,NA,NA
Mitranthes_nivea,No,No,NA,NA,NA,NA,NA,NA,NA
Mitrantia_bilocularis,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No
Mitrephora_amdjahii,No,No,NA,NA,NA,NA,NA,NA,NA
Mitrephora_basilanensis,No,No,NA,NA,NA,NA,NA,NA,NA
Mitrephora_calcarea,No,No,NA,NA,NA,NA,NA,NA,NA
Mitrephora_celebica,No,No,NA,NA,NA,NA,NA,NA,NA
Mitrephora_clemensiorum,No,No,NA,NA,NA,NA,NA,NA,NA
Mitrephora_diversifolia,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Mitrephora_endertii,No,No,NA,NA,NA,NA,NA,NA,NA
Mitrephora_ferruginea,No,No,NA,NA,NA,NA,NA,NA,NA
Mitrephora_fragrans,No,No,NA,NA,NA,NA,NA,NA,NA
Mitrephora_glabra,No,Yes,Yes,Yes,Yes,NA,NA,NA,NA
Mitrephora_grandiflora,No,No,NA,NA,NA,NA,NA,NA,NA
Mitrephora_heyneana,No,No,NA,NA,NA,NA,NA,NA,NA
Mitrephora_keithii,No,No,NA,NA,NA,NA,NA,NA,NA
Mitrephora_korthalsiana,No,No,NA,NA,NA,NA,NA,NA,NA
Mitrephora_kostermansii,No,No,NA,NA,NA,NA,NA,NA,NA
Mitrephora_lanotan,No,No,NA,NA,NA,NA,NA,NA,NA
Mitrephora_longipetala,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Mitrephora_macclurei,No,No,NA,NA,NA,NA,NA,NA,NA
Mitrephora_multifolia,No,No,NA,NA,NA,NA,NA,NA,NA
Mitrephora_obtusa,No,No,NA,NA,NA,NA,NA,NA,NA
Mitrephora_pallens,No,No,NA,NA,NA,NA,NA,NA,NA
Mitrephora_pictiflora,No,No,NA,NA,NA,NA,NA,NA,NA
Mitrephora_polypyrena,No,No,NA,NA,NA,NA,NA,NA,NA
Mitrephora_reflexa,No,No,NA,NA,NA,NA,NA,NA,NA
Mitrephora_rufescens,No,No,NA,NA,NA,NA,NA,NA,NA
Mitrephora_rugosa,No,No,NA,NA,NA,NA,NA,NA,NA
Mitrephora_samarensis,No,No,NA,NA,NA,NA,NA,NA,NA
Mitrephora_simeuluensis,No,No,NA,NA,NA,NA,NA,NA,NA
Mitrephora_sirikitiae,No,No,NA,NA,NA,NA,NA,NA,NA
Mitrephora_sorsogonensis,No,No,NA,NA,NA,NA,NA,NA,NA
Mitrephora_sundaica,No,No,NA,NA,NA,NA,NA,NA,NA
Mitrephora_teysmannii,No,Yes,Yes,Yes,Yes,NA,NA,NA,NA
Mitrephora_tomentosa,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Mitrephora_uniflora,No,No,NA,NA,NA,NA,NA,NA,NA
Mitrephora_vittata,No,No,NA,NA,NA,NA,NA,NA,NA
Mitrephora_vulpina,No,No,NA,NA,NA,NA,NA,NA,NA
Mitrephora_wangii,No,No,NA,NA,NA,NA,NA,NA,NA
Mitrephora_weberi,No,No,NA,NA,NA,NA,NA,NA,NA
Mitrephora_williamsii,No,No,NA,NA,NA,NA,NA,NA,NA
Mitrephora_winitii,No,No,NA,NA,NA,NA,NA,NA,NA
Mitrephora_woodii,No,No,NA,NA,NA,NA,NA,NA,NA
Mitriostigma_axillare,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Mkilua_fragrans,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Mocquerysia_distans,No,No,NA,NA,NA,NA,NA,NA,NA
Moldenhawera_blanchetiana,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Moldenhawera_floribunda,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Moldenhawera_intermedia,No,No,NA,NA,NA,NA,NA,NA,NA
Moldenhawera_longipedicellata,No,Yes,Yes,Yes,No,No,NA,NA,NA
Moldenhawera_lushnathiana,No,No,NA,NA,NA,NA,NA,NA,NA
Moldenhawera_nutans,No,No,NA,NA,NA,NA,NA,NA,NA
Moldenhawera_papillanthera,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Moldenhawera_polysperma,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Molinadendron_guatemalense,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Molinadendron_hondurense,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Molinadendron_sinaloense,No,No,NA,NA,NA,NA,NA,NA,NA
Molinaea_alternifolia,No,No,NA,NA,NA,NA,NA,NA,NA
Molinaea_retusa,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Molinaea_tolambitou,No,Yes,Yes,Yes,No,Yes,Yes,No,NA
Mollia_burchellii,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Mollia_glabrescens,No,Yes,Yes,Yes,No,Yes,Yes,No,NA
Mollia_globularis,No,No,NA,NA,NA,NA,NA,NA,NA
Mollia_gracilis,No,Yes,Yes,Yes,Yes,NA,NA,NA,NA
Mollia_grandiflora,No,No,NA,NA,NA,NA,NA,NA,NA
Mollia_lepidota,No,Yes,Yes,Yes,Yes,NA,NA,NA,NA
Mollia_longifolia,No,No,NA,NA,NA,NA,NA,NA,NA
Mollia_lucens,No,No,NA,NA,NA,NA,NA,NA,NA
Mollia_macrophylla,No,No,NA,NA,NA,NA,NA,NA,NA
Mollia_nitida,No,No,NA,NA,NA,NA,NA,NA,NA
Mollia_paraensis,No,No,NA,NA,NA,NA,NA,NA,NA
Mollia_speciosa,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Mollia_tomentosa,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Mollia_ulei,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Mollia_williamsii,No,No,NA,NA,NA,NA,NA,NA,NA
Mollinedia_acutissima,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Mollinedia_argyrogyna,No,Yes,Yes,Yes,No,Yes,Yes,No,NA
Mollinedia_blumenaviana,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Mollinedia_boliviensis,No,No,NA,NA,NA,NA,NA,NA,NA
Mollinedia_boracensis,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Mollinedia_butleriana,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Mollinedia_clavigera,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Mollinedia_costaricensis,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Mollinedia_dolichotricha,No,No,NA,NA,NA,NA,NA,NA,NA
Mollinedia_elegans,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Mollinedia_engleriana,No,Yes,Yes,Yes,No,No,NA,NA,NA
Mollinedia_eugeniifolia,No,No,NA,NA,NA,NA,NA,NA,NA
Mollinedia_gilgiana,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Mollinedia_glabra,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Mollinedia_glaziovii,No,No,NA,NA,NA,NA,NA,NA,NA
Mollinedia_heteranthera,No,No,NA,NA,NA,NA,NA,NA,NA
Mollinedia_howeana,No,No,NA,NA,NA,NA,NA,NA,NA
Mollinedia_jorgearum,No,No,NA,NA,NA,NA,NA,NA,NA
Mollinedia_killipii,No,Yes,Yes,Yes,No,Yes,Yes,No,NA
Mollinedia_lamprophylla,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Mollinedia_lanceolata,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Mollinedia_longicuspidata,No,No,NA,NA,NA,NA,NA,NA,NA
Mollinedia_longifolia,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Mollinedia_luizae,No,No,NA,NA,NA,NA,NA,NA,NA
Mollinedia_marqueteana,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Mollinedia_maxima,No,Yes,Yes,Yes,No,No,NA,NA,NA
Mollinedia_minutiflora,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Mollinedia_oligantha,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Mollinedia_ovata,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Mollinedia_pachysandra,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Mollinedia_pallida,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Mollinedia_repanda,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Mollinedia_salicifolia,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Mollinedia_schottiana,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Mollinedia_steinbachiana,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Mollinedia_stenophylla,No,No,NA,NA,NA,NA,NA,NA,NA
Mollinedia_tomentosa,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Mollinedia_triflora,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Mollinedia_uleana,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Mollinedia_viridiflora,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Mollinedia_widgrenii,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Molongum_laxum,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Molongum_lucidum,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Molongum_zschokkeiforme,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Molopanthera_paniculata,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Monactis_holwayae,No,Yes,Yes,Yes,No,Yes,Yes,No,NA
Monactis_pallatangensis,No,No,NA,NA,NA,NA,NA,NA,NA
Monactis_rhombifolia,No,No,NA,NA,NA,NA,NA,NA,NA
Monadenium_spinescens,No,No,NA,NA,NA,NA,NA,NA,NA
Monanthotaxis_buchananii,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Monanthotaxis_caffra,No,No,NA,NA,NA,NA,NA,NA,NA
Monanthotaxis_capea,No,No,NA,NA,NA,NA,NA,NA,NA
Monanthotaxis_ferruginea,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Monanthotaxis_fornicata,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Monanthotaxis_littoralis,No,No,NA,NA,NA,NA,NA,NA,NA
Monanthotaxis_obovata,No,No,NA,NA,NA,NA,NA,NA,NA
Monanthotaxis_parvifolia,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Monarrhenus_salicifolius,No,No,NA,NA,NA,NA,NA,NA,NA
Monelasmum_umbricola,No,No,NA,NA,NA,NA,NA,NA,NA
Monilicarpa_tenuisiliqua,No,Yes,Yes,Yes,No,No,NA,NA,NA
Monimia_amplexicaulis,No,No,NA,NA,NA,NA,NA,NA,NA
Monimia_rotundifolia,No,No,NA,NA,NA,NA,NA,NA,NA
Monnina_aestuans,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Monnina_amplibracteata,No,No,NA,NA,NA,NA,NA,NA,NA
Monnina_bonplandiana,No,No,NA,NA,NA,NA,NA,NA,NA
Monnina_cladostachya,No,No,NA,NA,NA,NA,NA,NA,NA
Monnina_comata,No,No,NA,NA,NA,NA,NA,NA,NA
Monnina_crepinii,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Monnina_decurrens,No,No,NA,NA,NA,NA,NA,NA,NA
Monnina_densa,No,Yes,Yes,Yes,No,Yes,Yes,No,NA
Monnina_marginata,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Monnina_membranifolia,No,No,NA,NA,NA,NA,NA,NA,NA
Monnina_mollis,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Monnina_pseudosalicifolia,No,Yes,Yes,Yes,No,Yes,Yes,No,NA
Monnina_pubescens,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Monnina_salicifolia,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Monnina_xalapensis,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Monocarpia_borneensis,No,Yes,Yes,Yes,No,No,NA,NA,NA
Monocarpia_euneura,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Monocarpia_kalimantanensis,No,Yes,Yes,Yes,Yes,NA,NA,NA,NA
Monocyclanthus_vignei,No,Yes,Yes,Yes,No,Yes,Yes,No,NA
Monodora_angolensis,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Monodora_carolinae,No,No,NA,NA,NA,NA,NA,NA,NA
Monodora_crispata,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Monodora_globiflora,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Monodora_grandidieri,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Monodora_hastipetala,No,No,NA,NA,NA,NA,NA,NA,NA
Monodora_junodii,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Monodora_laurentii,No,Yes,Yes,Yes,No,Yes,Yes,No,NA
Monodora_minor,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Monodora_myristica,No,Yes,Yes,Yes,No,Yes,Yes,No,NA
Monodora_stenopetala,No,No,NA,NA,NA,NA,NA,NA,NA
Monodora_tenuifolia,No,Yes,Yes,Yes,No,Yes,Yes,No,NA
Monodora_undulata,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Monoon_bemban,No,No,NA,NA,NA,NA,NA,NA,NA
Monoon_chloraxanthum,Yes,NA,NA,NA,NA,NA,NA,NA,NA
Monoon_lateriflorum,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Monoon_longifolium,No,No,NA,NA,NA,NA,NA,NA,NA
Monoon_salomonicum,No,No,NA,NA,NA,NA,NA,NA,NA
Monoporus_bipinnatus,No,Yes,Yes,Yes,No,Yes,Yes,No,NA
Monoporus_clusiifolius,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Monoporus_floribundus,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Monoporus_paludosus,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Monoporus_spathulatus,No,Yes,Yes,Yes,No,Yes,Yes,No,NA
Monopteryx_angustifolia,No,Yes,Yes,Yes,No,Yes,Yes,No,NA
Monopteryx_inpae,No,Yes,Yes,Yes,Yes,NA,NA,NA,NA
Monopteryx_uaucu,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Monosis_parishii,No,Yes,Yes,Yes,No,Yes,Yes,No,NA
Monosis_volkameriifolia,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Monotes_adenophyllus,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Monotes_africanus,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Monotes_dasyanthus,No,No,NA,NA,NA,NA,NA,NA,NA
Monotes_engleri,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Monotes_glaber,No,No,NA,NA,NA,NA,NA,NA,NA
Monotes_gossweileri,No,No,NA,NA,NA,NA,NA,NA,NA
Monotes_hypoleucus,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Monotes_katangensis,No,No,NA,NA,NA,NA,NA,NA,NA
Monotes_kerstingii,No,Yes,Yes,Yes,No,Yes,Yes,No,NA
Monotes_lutambensis,No,No,NA,NA,NA,NA,NA,NA,NA
Monotes_madagascariensis,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No
Monotes_magnificus,No,No,NA,NA,NA,NA,NA,NA,NA
Monotes_pearsonii,No,No,NA,NA,NA,NA,NA,NA,NA
Monotes_redheadii,No,No,NA,NA,NA,NA,NA,NA,NA
Monotes_rubriglans,No,No,NA,NA,NA,NA,NA,NA,NA
Monotes_rufotomentosus,No,No,NA,NA,NA,NA,NA,NA,NA
Monotes_xasenguensis,No,No,NA,NA,NA,NA,NA,NA,NA
Montanoa_guatemalensis,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Montanoa_hexagona,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Montanoa_ovalifolia,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Montanoa_quadrangularis,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Montanoa_revealii,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Montanoa_tomentosa,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Monteverdia_amazonica,No,No,NA,NA,NA,NA,NA,NA,NA
Monteverdia_apiculata,No,No,NA,NA,NA,NA,NA,NA,NA
Monteverdia_apurimacensis,No,No,NA,NA,NA,NA,NA,NA,NA
Monteverdia_aquifolia,No,Yes,Yes,Yes,No,Yes,Yes,No,NA
Monteverdia_ardisiifolia,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Monteverdia_basidentata,No,No,NA,NA,NA,NA,NA,NA,NA
Monteverdia_belizensis,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Monteverdia_brasiliensis,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Monteverdia_cassineformis,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Monteverdia_catingarum,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Monteverdia_cestrifolia,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Monteverdia_chapadensis,No,Yes,Yes,Yes,Yes,NA,NA,NA,NA
Monteverdia_chiapensis,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Monteverdia_communis,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Monteverdia_crassipes,No,No,NA,NA,NA,NA,NA,NA,NA
Monteverdia_dasyclada,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Monteverdia_distichophylla,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Monteverdia_domingensis,No,No,NA,NA,NA,NA,NA,NA,NA
Monteverdia_duqueana,No,No,NA,NA,NA,NA,NA,NA,NA
Monteverdia_ebenifolia,No,Yes,Yes,Yes,Yes,NA,NA,NA,NA
Monteverdia_eggersii,No,No,NA,NA,NA,NA,NA,NA,NA
Monteverdia_elaeodendroides,No,No,NA,NA,NA,NA,NA,NA,NA
Monteverdia_elongata,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Monteverdia_erythroxyla,No,Yes,Yes,Yes,No,Yes,Yes,No,NA
Monteverdia_evonymoides,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Monteverdia_ficiformis,No,Yes,Yes,Yes,Yes,NA,NA,NA,NA
Monteverdia_floribunda,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Monteverdia_fugax,No,No,NA,NA,NA,NA,NA,NA,NA
Monteverdia_glaucescens,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Monteverdia_gonoclada,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Monteverdia_haitiensis,No,No,NA,NA,NA,NA,NA,NA,NA
